21,10,6
21,25,7
21,26,8
21,29,9
21,31,10
21,32,11
22,1,0
22,2,1
22,3,2
22,4,3
22,5,4
22,10,5
22,9,6
22,25,7
22,26,8
22,29,9
22,31,10
22,32,11
23,1,0
23,2,1
23,3,2
23,4,3
23,5,4
23,9,5
23,25,6
23,26,7
23,29,8
23,31,9
23,32,10
24,0,0
24,1,1
24,2,2
24,3,3
24,4,4
24,5,5
24,6,6
24,9,7
24,10,8
24,28,9
24,29,10
24,30,11
24,31,12
24,32,13
24,33,14
25,1,0
25,2,1
25,3,2
25,4,3
25,5,4
25,6,5
25,9,6
25,10,7
25,28,8
25,29,9
25,31,10
25,32,11
25,33,12
26,1,0
26,2,1
26,3,2
26,4,3
26,5,4
26,6,5
26,9,6
26,10,7
26,33,8
26,32,9
26,31,10
26,29,11
26,28,12
27,0,0
27,1,1
27,2,2
27,3,3
27,4,4
27,5,5
27,6,6
27,9,7
27,10,8
27,33,9
27,31,10
27,32,11
27,30,12
27,29,13
27,27,14
27,26,15
28,0,0
28,1,1
28,2,2
28,3,3
28,4,4
28,5,5
28,6,6
28,9,7
28,10,8
28,33,9
28,32,10
28,31,11
28,30,12
28,29,13
28,27,14
29,0,0
29,1,1
29,2,2
29,3,3
29,4,4
29,5,5
29,6,6
29,9,7
29,10,8
29,11,9
29,33,10
29,32,11
29,31,12
29,30,13
29,29,14
29,27,15
29,26,16
30,0,0
30,1,1
30,3,2
30,4,3
30,5,4
30,9,5
30,10,6
30,12,7
30,26,8
30,30,9
30,31,10
30,32,11
31,0,0
31,1,1
31,3,2
31,4,3
31,5,4
31,9,5
31,10,6
31,12,7
31,13,8
31,30,9
31,31,10
31,32,11
32,0,0
32,1,1
32,2,2
32,3,3
32,4,4
32,5,5
32,9,6
32,10,7
32,12,8
32,26,9
32,29,10
32,30,11
32,31,12
32,32,13
33,0,0
33,1,1
33,3,2
33,4,3
33,5,4
33,6,5
33,7,6
33,8,7
33,9,8
33,10,9
33,13,10
33,19,11
33,26,12
33,30,13
33,31,14
33,32,15
33,33,16
34,1,0
34,0,1
34,3,2
34,4,3
34,5,4
34,6,5
34,7,6
34,8,7
34,9,8
34,10,9
34,13,10
34,19,11
34,30,12
34,31,13
34,32,14
34,33,15
35,0,0
35,1,1
35,2,2
35,4,3
35,3,4
35,5,5
35,6,6
35,7,7
35,8,8
35,9,9
35,10,10
35,33,11
35,32,12
35,31,13
35,30,14
35,29,15
35,27,16
35,26,17
